content,polarity,agreement
"Mira que foto mas chula @borissoler , hoy en @diario_sur ;-)))))  http://t.co/Z5ZTcspA",P+,AGREEMENT
Portada ABC http://t.co/PVwmdBYA ...,NONE,AGREEMENT
A por el viernes ;-)) (@ Ayuntamiento de Málaga w/ @jesusespino) [pic]: http://t.co/ZXUEIQ95,P+,AGREEMENT
"2 personas han muerto, en el Perello (Valencia), en el incendio, esta noche, de una vivienda, que ha quedado totalmente calcinada.",N+,AGREEMENT
Gracias gracias gracias.....ayer 19.4 de audiencia...,P+,AGREEMENT
"@mariviromero gracias ,eres una máquina total ..",P+,AGREEMENT
Cinco millones doscientos setenta y tres mil parados. Más de medio millón en el último año. El dramático rastro del  AJUSTE y la CODICIA.,N+,AGREEMENT
"El paro supera los 5,27 millones de personas - http://t.co/AZ3nQgUy",N+,AGREEMENT
Comenzamos Consejo de Gobierno... http://t.co/VOG0kQNm,NONE,AGREEMENT
"Andalucía: 31,2% de paro ¿Es ese el modelo que Rubalcaba y Chacón proponen para España? Por no hablar de su déficit y de su deuda.",N+,AGREEMENT
"Bon dia, buenos días hoy entrenamos x la tarde, ahora café con @putxi9",NONE,AGREEMENT
"En Battle Royale, el límite de paro insoportable para Japón era el 15% (post es de 2009, cuando 4 millones era mucho) http://t.co/x5RFdrgC",N+,AGREEMENT
@garcia_abadillo Claro que luego explicó que dio ese dato porque es el que había dado Rajoy a puerta cerrada. De locos.,NEU,DISAGREEMENT
Recetas contra el paro: La mitad de los dirigentes de las NNGG del PP de Gandia trabaja en el Ayuntamiento http://t.co/6V48iYTc,NEU,DISAGREEMENT
Hoy trabajo para preparar la comisión de discapacidad: Encuentro con el Foro para la vida independiente.,P+,AGREEMENT
"Os pido disculpas porque, estos días apenas he tenido tiempo para tuitear y contestar personalmente, aunque si que he leído vuestros tuits",NEU,AGREEMENT
Os sigo y espero estar pronto con vosotros.Os abrazo uno a uno. Ah! España está a muy buen nivel médico. Hablaremos de leucemia.Hasta pronto,P+,AGREEMENT
En el acto con Felipe González y @patxilopez participaran también Micaela Navarro y María González.Será en Madrid a las 11:30. RbCb,NONE,AGREEMENT
"PALMA DE MALLORCA, se puede pedir más??????!!! Hoy arranca #YesWeSpainIsDiferent !!! http://t.co/IT2BpdxX",P,AGREEMENT
"Consejo de Gob: aprueba gasto para ayudas de pago único, programas desarrollo rural... por más de 500 mill € para este año (1)",P,AGREEMENT
"(2) ayudas a productores cultivos superficies, vacuno, lácteos, frutos cáscara, pago único, ovino/caprino, tabaco...",P,AGREEMENT
"Twitter censurará según la cultura de cada país. Vamos, que en España podemos estar tranquilos.",NEU,DISAGREEMENT
"También dirán que es persecución política?: ""Garzón abusó de su condición de juez para enriquecerse personalmente http://t.co/MFb25MjK”",N+,AGREEMENT
Continúa la causa general sumaria contra el juez Garzón. No acaba el segundo juicio y empieza el tercero.  Linchamiento y encarnizamiento.,N,AGREEMENT
"Twitter censurará tuits inadecuados. Por ejemplo, pronazis en Alemania. ¿Y profranquistas en España?",N,AGREEMENT
"García de la Concha dirigirá el Instituto Cervantes. Un tanto deslucido tras el fiasco de Vargas Llosa. Aún así, merecido.",NEU,DISAGREEMENT
"Montoro: ""Todas las administraciones deberán aprobar sus reglas de gasto"". Me gusta que haya un gobierno que gobierna.",P,AGREEMENT
"""El traspaso fue cordial, pero no completo"" dice la vicepresidenta. Ya no es ""modélico"" #CMin",N,DISAGREEMENT
"El Gobierno 'matiza' lo ""modélico"" del traspaso de poderes: ""Fue cordial pero incompleto"" (¡faltaban más de 20.000 millones de ná!)",N,DISAGREEMENT
Claro que si ;-)) RT @Baboo___: @mariviromero Gracias por RT!! Avísanos cuando vengas,P+,AGREEMENT
Confirma Montoro en la rueda de prensa tras el Consejo de Ministros que es poco serio lo que sucede en la Junta de Andalucía con el déficit,N,AGREEMENT
Bravo por Murray. Rompe a Djoko y puede empatar a 5. Aquí hay partido todavía. Cómo me alegro de haberme equivocado.,NEU,DISAGREEMENT
"El Gobierno Vasco y el PSOE, lo quieran o no, están legitimando el relato de ETA de dos partes enfrentadas al sumarse a la verificación",N,AGREEMENT
"""Visita, intervención, amable... se trata de devolver la estabilidad"". Montoro sobre cómo irán sus técnicos a las autonomías ...",NEU,AGREEMENT
Hoy tenemos un #comanche muy divertido. Y a @ecogallego reivindicando el agua del grifo.,P+,AGREEMENT
"A las 3 en @A3noticas, Felipe González dará su apoyo público a Rubalcaba. Se acelera la carrera por el liderazgo del PSOE",P+,AGREEMENT
"Terminado cjo ministros,regreso a GC,esta noche Fuerteventura,encuentro con parlamentarios canarios http://t.co/CTc4r0BB",P,AGREEMENT
"Rusty warriors. Musica cerda de after de los viejos tiempos. Hasta el culo de cristal azul, del mismo Heisenberg http://t.co/h5kszlfI",N+,AGREEMENT
Mañana me veo con una persona afectada por un ERE de la Junta de Andalucía... Miedo me da lo que me va a contar,N+,AGREEMENT
Tercer Consejo Ministros sin que @SorayaPP me deje preguntar. Y no soy el único! Quienes cubrimos PP hace muchos años estamos sorprendidos,N,AGREEMENT
"Rusty Warriors. Mierda de lujo, exquisita mercancía para adictos a la Basura Beluga. #imprescindible http://t.co/BN6CZzO9",N,AGREEMENT
Ya sabemos por donde  puede ir la reforma laboral del PP. La alcaldesa Botella propone el trabajo voluntario y la Merkel los minijobs.,N,AGREEMENT
"Desde luego “@CrisPo70: @pedroj_ramirez el telva tambien, como en Navidades?”",NONE,AGREEMENT
"RT @EsteiroManuel: @Albert_Rivera Me parece excelente, se puede decir todo y respetarnos",P+,AGREEMENT
"T @nayermaster: @josecmh He sido moderadora en foros, y prefiero censurar que que se falte sistemáticamente al respeto.",N,AGREEMENT
@JuanraLucas @turbutopico @fgarea @alejandramarpor @latanace El domingo me pongo con la siguiente. Vais a faltar algunos imprescindibles!,NEU,DISAGREEMENT
De la falla valenciana http://t.co/mOyKFUJ6,NONE,AGREEMENT
Quien será el responsable político que asuma los millones d Euros que #Spanair no devuelva dl dinero público a ls ciudadanos d Cataluña?,N,AGREEMENT
"Preguntan a Valcárcel si aún quiere devolver competencias al Estado. ""Por un perro a maté me llaman mataperros"", responde.",NEU,DISAGREEMENT
Ahora en teledeporte Semifinales del Europeo de balonmano.....Dinamarca-España 17-15...Mn 42 Vaaaamosssss....!!!,NONE,AGREEMENT
"Ya he llegado a España, estoy preparado para el concierto de mañana en Avila. Saludos a todos.",P,AGREEMENT
"@conchagcampoy Mucha fuerza, Concha. Recibes tanta de tanta gente porque eres muy querida. Te esperamos pronto.",P+,AGREEMENT
Y si hiciera un día de Rizzo??? http://t.co/IYG9UCZq http://t.co/wQo4Ohdy,NONE,AGREEMENT
El problema de esta cita de Patxi López con Rajoy es que no vamos a tener la versión del presidente del Gobierno y habrá especulaciones.,N+,AGREEMENT
"Los socialistas extremeños, delegados al 38 Congreso, de Badajoz y Cáceres hemos decidido esta tarde ir en una delegación conjunta y única.",NONE,AGREEMENT
"#OrgullosoDeMisFans RT @Fans_Sanz: RT @FanClubMASes @AlejandroSanz Alejandro, por si quieres saber (cont) http://t.co/SV4dNheZ",NONE,AGREEMENT
El zar tecnológico de Obama deja la Casa Blanca http://t.co/aUWNcEOe Un golpe para el gobierno abierto #egov,N,AGREEMENT
"Este ajuste puritano acabará con nosotros si no reaccionamos. Más recortes, cierre de empresas, más paro y más déficit para volver a empezar",N+,AGREEMENT
Con la caída de Spanair lo peor no es la gente q se queda en tierra. Es q se van a la calle 2.700 personas y otras 4.000 d empleo indirecto,N,AGREEMENT
En la reunión con el Pte de la Fed Madrileña de Municipios @davidperez para analizar la colaboración con los aytos http://t.co/2bR6yWhC,P,AGREEMENT
Hoy mi más profundo respeto y admiración a los 3 policías fallecidos intentando salvar dl mar a unos imbéciles borrachos. Debería ser delito,N,AGREEMENT
"El Domingo a las doce desde la plaza de las Salesas, por la memoria y la justicia. No al linchamiento del juez Garzón.",P,AGREEMENT
Muy buenas noches followercetes! http://t.co/qkMEw3WH,P,AGREEMENT
Las entrada se dividiran asi: primer premio 5 entradas segundo premio 3 entradas y tercer premio 2 entradas,P+,AGREEMENT
Interesante reflexion clarificadora.Responsibility While Protecting -Gareth Evans - Project Syndicate http://t.co/imH4Ucww vía @ProSyn #oped,P+,AGREEMENT
Amigos vale todo!!!!de cualquier año!!!!,P+,AGREEMENT
Vooooy.,NONE,AGREEMENT
La mediación para acordar el divorcio  http://t.co/mSQxCEI9,P,AGREEMENT
"Las propuestas y actitudes d los partidos políticos depende cada vez mas d si gobiernan o están en la oposición, q d su ideología. Triste.",N,AGREEMENT
"El Gobierno rompe pacto constitucional sobre déficit público. Pero, la diferencia derecha/izquierda es la distancia entre déficit 0/0,4%?",N+,AGREEMENT
Estoy con mi Carta. A los más jóvenes os sorprenderá. Trata de amores y barcos. (Hoy y mañana aun podéis haceros de Orbyt por muy poco),P,AGREEMENT
Buenos días gente! A pesar de todo ....,N,AGREEMENT
770.000 personas eligieron ayer el @TelediarioInter 20:30 para informarse. Gracias x vuestra confianza. Enhorabuena equipo!!!!,P+,AGREEMENT
Contacta con @clienteorbyt y te lo arreglan “@pipipaulis: @pedroj_ramirez ¿Todavía se puede conseguir un ipad suscribiéndose a Orbyt?”,P+,AGREEMENT
"Buenos días desde Milán,feliz sábado para todos twitteros .",P,AGREEMENT
Mi calefacción se ha tomado en serio lo de #TwitterBlackout y se niega a funcionar...#siempreenfindesemana#siemprecuandollegalaoladefrio,N,AGREEMENT
"Demasiados Consejos Europeos ""históricos"".Este lunes mejor que lo sea menos y resuelva unas cuantas cosas de verdad.De acuerdo con Felipe",P,AGREEMENT
"Rematado para @Semanaldigital ""Políticos, sí; gamberretes y pandilleros, no"" #EREs #Andalucía @PSOE #Griñán",N+,AGREEMENT
"Historia y futuro, mucho futuro, hoy con @_Rubalcaba_ @mariagv @patxilopez Micaela y Felipe, vamos a ser muy pronto alternativa",P+,AGREEMENT
"Frio pero precioso! Eso si, nos hemos dejado el alma para subir hasta el castillo de Heidelberg ! http://t.co/qpQA9N3f",NEU,DISAGREEMENT
"Semana dura para la policía nacional, udyco de sevilla, tres agentes en Coruña, el ex dao...",N,AGREEMENT
Mejorate! Te hemos echado de menos! ;-) RT @maribelsm: no he podido ir x.salud...pero estoy con vosotros!! @_Rubalcaba_ @mariagv @patxilopez,P,DISAGREEMENT
"Volviendo del aeropuerto de Barajas, tras supervisar el operativo de atencion a pasajeros afectados por la suspensión de vuelos de #Spanair",N,AGREEMENT
Bienvenido a Orbyt “@23memento: @pedroj_ramirez al final me has convencido .... ya tengo mi iPad 2 con la ayuda de K-tuin Barcelona !!!”,P,AGREEMENT
"A por la segunda de #YesWeSpainISDIFFERENT  en Palma!!! Ahora, toca estirar y ensayar... http://t.co/74Yh5K3x",NONE,AGREEMENT
"Presidente Lugo supera su cáncer, Lula todavía lucha. Tierna imagen http://t.co/SiTqNaB5”",P,DISAGREEMENT
"Pues ánimo “@AyOinvestments: @aitorsugar Solo da tiempo a eso y a leer Orbyt. Genial. Eso sí, cansar, cansa tela. yo me he apuntado 1 año.",P,AGREEMENT
Griñán no se puede presentar a las elecciones porque no queremos candidatos que nos mientan http://t.co/ZLdmsq6Z,N,AGREEMENT
"Nuestro amigo @benjagladiador fallecio el dia de hoy, llevaba tiempo luchando contra el cancer... Buen viaje amigo.",N+,AGREEMENT
Cómo capturar imágenes y convertirlas en texto http://t.co/kgBmC2b5 #herramientas,NONE,AGREEMENT
En casa con Anna preparados para ver el partido!! Mucha suerte compañeros! http://t.co/ytzFKjVK,P+,AGREEMENT
"La estela de Steve Jobs. En EEUU en algunos restaurantes se cambia la tradicional carta x in IPad,desde él se ve el menú y se hace el pedido",P,AGREEMENT
Contadmelo despues primo. Quiero saber como les fue. Son muy buenos. RT @patapizarro: (cont) http://t.co/MorVZUxc,P,AGREEMENT
Un buen botijo hace buen agua. Pero un buen bolígrafo no hace buena prosa.,NEU,DISAGREEMENT
Os mando mucho cariño.. A mis Español@s . RT @PiliCueva_87: @AlejandroSanz hoy muchas de nosotras (cont) http://t.co/xRhBknJI,P,AGREEMENT
¡¡¡¡HALA MADRID!!!!,P,AGREEMENT
Final: Villarreal 0-0 Barcelona.,NONE,AGREEMENT
Cuidao las mechas rubias de Brad Pitt. Qué cosa más fea (las mechas),N,DISAGREEMENT
MUY BUENO RT @santigonzalez10 Armas para la paz http://t.co/vfrrywVv,NEU,DISAGREEMENT
"En la cena de IU en Castrillón hablamos del ajuste y sus consecuencias de recesión y paro masivo, de la soberbia de Cascos y de la justicia",N+,AGREEMENT
El Gobierno pide a #Griñán que depure responsabilidades sobre los #ERE -  http://t.co/nSqzkG4S,N+,AGREEMENT
Pu pido ordeno investigar las supuestas torturas a etarras a pesar celos archivos judiciales. Hoy en Gaceta,N,AGREEMENT
Más de 200.000 personas siguen contagiándose de lepra cada año http://t.co/1U2tHsLk,N,AGREEMENT
La semana del Presidente | Tras el presidente http://t.co/8T5DxYoZ via @telecincoes,NONE,AGREEMENT
Cinco planes 'low cost' para viajar en Carnavales http://t.co/u0kkeoW6,NONE,AGREEMENT
Me cuentan q el sin gobernador del BdE mantiene amigos de la tierra con sueldos igual de espeluznantes. Buscará acomodo? @LosadaPescador,N+,AGREEMENT
Hay que mandar una foto con algun disfraz gracioso. Se daran 5 entradas al primero 3 al segundo y 2 al tercero,P+,AGREEMENT
"Esta tarde voy a ver a mi ADMIRADA Y QUERIDA Ma Teresa Campos!!;) ""Que tiempo tan feliz"" lallalalallallalraralara....;)))",P+,AGREEMENT
Ayer termine tardisimo los ensayos... Todo va tomando forma! Os deseo un buen domingo!ABRAZO!;-),P+,AGREEMENT
Y el tercer premio ganador de  2 entradas es para este disfraz de @juniornoriega http://t.co/dy7NggIw,P+,AGREEMENT
Los ganadores mandar vuestros nombres a eventosriver84@hotmail.es,P,AGREEMENT
Aqui os dejo el flyer donde pone donde se puede comprar entradas!!!!!! http://t.co/MFgHvLXw,NONE,AGREEMENT
"Interesantes las claves q da El Pais sobre la interaccion Roures,Barroso y la campaña de Chacón.A Prisa le preocupa q pierda Rubalcaba...",NEU,DISAGREEMENT
@sevillajordi de acuerdo.Indignante!!,N,AGREEMENT
"Felipe González: “Alfredo, creo en ti antes, durante, y después de la campaña electoral” #38Congreso",P,AGREEMENT
Espectacular el repor de @missylolahuetem . Partos y embarazadas según el continente donde hayas nacido. http://t.co/uOkTBDHr,P+,AGREEMENT
"""Servicio público, interés privado"". Post en 'Buzón de voz'. http://t.co/nuHHyK5Q",NONE,AGREEMENT
"""La libertad, mal negocio"", el epílogo de #ePeriódico sobre la #TwitterCensura. http://t.co/6NGTkKXh",NEU,DISAGREEMENT
RT @PwC_Spain: Carlos Mas desgrana los hitos más importantes del informe #CEOs para España http://t.co/OBjqLPgc,P,AGREEMENT
"En el PSOE y en 'El País' hay gente muy nerviosa con las primarias. No se explica si no un ataque tan vergonzoso de fuentes ""anónimas"".",N,AGREEMENT
Mañana en @13tv_AlDia testimonios d altísimo valor para entender el Caso #Campeón y el Caso #Garzón .A Blanco y el @PSOE le gustarán poquito,NEU,DISAGREEMENT
"No se puede ser mas zalamero , no http://t.co/KzqsgOR9",NONE,AGREEMENT
Mucha actividad este domingo.La candidatura con Trinidad Jiménez de portavoz ha analizado la cumbre europea de mañana. http://t.co/30kKOvLj,NONE,AGREEMENT
"Bueno, toca trabajar un poco. Hasta luego.",NONE,AGREEMENT
Esperamos ver en q se concreta la reforma sobre el tema d aborto q ha anunciado Ruiz Gallardon.Hay q derogar la actual para empezar a hablar,NONE,AGREEMENT
Anoche reice las letras de tres canciones por completo. Ahora ire a ver que hice. Jeje #intrigado,P+,AGREEMENT
Entra en orbyt.es. Si tienes dudas consulta a @clienteorbyt .“@jutre95: @pedroj_ ¿Dónde se pueden ver las ofertas existentes?.Gracias.”,P,AGREEMENT
Esta Tia es una maquina!!! Jajaja para que os riáis un poco!;-) http://t.co/kI9CrvAE,P+,AGREEMENT
La trama del @psoeandalucia. Cuando se diseña la corrupcion desde el gobierno http://t.co/Rv5hjDY7,N+,AGREEMENT
Hola! Buenos dias! D camino a la filmacion d el nuevo videoclip! #mevoy #Brava @espinozaoficial @paurubio,P+,AGREEMENT
Sarkozy cuenta en directo en la tele a 4 periodistas (que le preguntan) su subida de impuestos y otros recortes. Igualito que Rajoy,N+,AGREEMENT
Q bien me lo he pasado con los amigos de @QTTF !!;) GRACIAS!! Y me ha encantado ver a @CarmeChaparro (guapa!) Y GRACIAS por vuestros twits!!,P+,AGREEMENT
"La casa donde nací en Carabanchel, era mas pequeña...#Jackysugemela pedazo de trailer http://t.co/RnRpHabo",P,AGREEMENT
"La vi ;) ""viva la pepi"" to el arte. RT @soytriana: @AlejandroSanz mírate la chirigota del selu, genial http://t.co/3CvkNSXu",P,AGREEMENT
Grande @EduMadina con esa foto de la ultima cena... En ferraz,P,AGREEMENT
Juan Carlos Rz Ibarra ni yo somos muñecos de feria entre nosotros.Seguiré comprando El País pero le pido que no me utilice con mentiras.,NEU,DISAGREEMENT
#quéhagoconmidinero ¡Ojalá fuera contagiosa la lucidez de José Luis Sampedro! (Denunciando la estrategia del miedo). #Salvados,N,AGREEMENT
